Code	Cluster_5	Cluster_7	Cluster_18	Cluster_29	Cluster_31	Cluster_47	Cluster_66	Cluster_67	Cluster_69	Cluster_101	Cluster_139	Cluster_186	Cluster_196	Cluster_292	Cluster_306	Cluster_307	Cluster_313	Cluster_314	Cluster_316	Cluster_332	Cluster_337	Cluster_360	Cluster_375	Cluster_385	Cluster_405	Cluster_420	Cluster_488	Cluster_528	Cluster_564	Cluster_707	Cluster_828	Cluster_2	Cluster_9	Cluster_54	Cluster_58	Cluster_113	Cluster_154	Cluster_168	Cluster_180	Cluster_233	Cluster_283	Cluster_298	Cluster_350	Cluster_390	Cluster_396	Cluster_408	Cluster_410	Cluster_622	Cluster_722	Cluster_296	Cluster_311	Cluster_440	Cluster_72	Cluster_258	Cluster_482	Cluster_527	Cluster_70	Cluster_128	Cluster_129	Cluster_276	Cluster_733	Cluster_53	Cluster_90	Cluster_209	Cluster_27	Cluster_140	Cluster_325	Cluster_456	Cluster_19	Cluster_73	Cluster_79	Cluster_81	Cluster_85	Cluster_127	Cluster_131	Cluster_163	Cluster_181	Cluster_198	Cluster_268	Cluster_269	Cluster_320	Cluster_377	Cluster_469	Cluster_490	Cluster_687	Cluster_4	Cluster_10	Cluster_45	Cluster_57	Cluster_84	Cluster_89	Cluster_110	Cluster_114	Cluster_138	Cluster_141	Cluster_144	Cluster_171	Cluster_201	Cluster_212	Cluster_217	Cluster_238	Cluster_252	Cluster_259	Cluster_285	Cluster_287	Cluster_340	Cluster_353	Cluster_379	Cluster_391	Cluster_433	Cluster_439	Cluster_442	Cluster_466	Cluster_481	Cluster_504	Cluster_579	Cluster_719	Cluster_611	Cluster_322	Cluster_22	Cluster_374	Cluster_1	Cluster_20	Cluster_48	Cluster_49	Cluster_60	Cluster_74	Cluster_107	Cluster_108	Cluster_112	Cluster_117	Cluster_120	Cluster_137	Cluster_177	Cluster_187	Cluster_193	Cluster_224	Cluster_271	Cluster_272	Cluster_273	Cluster_295	Cluster_299	Cluster_335	Cluster_347	Cluster_356	Cluster_389	Cluster_392	Cluster_393	Cluster_402	Cluster_409	Cluster_426	Cluster_437	Cluster_448	Cluster_468	Cluster_485	Cluster_557	Cluster_736	Cluster_774	Cluster_815	Cluster_50	Cluster_149	Cluster_167	Cluster_229	Cluster_82	Cluster_95	Cluster_135	Cluster_200	Cluster_215	Cluster_226	Cluster_280	Cluster_363	Cluster_413	Cluster_431	Cluster_16	Cluster_26	Cluster_34	Cluster_46	Cluster_68	Cluster_94	Cluster_152	Cluster_155	Cluster_156	Cluster_185	Cluster_210	Cluster_236	Cluster_239	Cluster_260	Cluster_267	Cluster_279	Cluster_282	Cluster_300	Cluster_317	Cluster_330	Cluster_331	Cluster_354	Cluster_365	Cluster_427	Cluster_464	Cluster_473	Cluster_513	Cluster_625	Cluster_28	Cluster_38	Cluster_134	Cluster_136	Cluster_160	Cluster_190	Cluster_234	Cluster_366	Cluster_401	Cluster_24	Cluster_76	Cluster_122	Cluster_158	Cluster_162	Cluster_178	Cluster_222	Cluster_243	Cluster_358	Cluster_480	Cluster_500	Cluster_901	Cluster_174	Cluster_221	Cluster_580	Cluster_62	Cluster_71	Cluster_88	Cluster_151	Cluster_184	Cluster_199	Cluster_223	Cluster_225	Cluster_237	Cluster_250	Cluster_302	Cluster_304	Cluster_371	Cluster_430	Cluster_462	Cluster_607	Cluster_794	Cluster_115	Cluster_150	Cluster_179	Cluster_218	Cluster_251	Cluster_253	Cluster_254	Cluster_336	Cluster_406	Cluster_438	Cluster_42	Cluster_64	Cluster_87	Cluster_125	Cluster_145	Cluster_203	Cluster_214	Cluster_232	Cluster_286	Cluster_288	Cluster_291	Cluster_345	Cluster_369	Cluster_411	Cluster_453	Cluster_467	Cluster_552	Cluster_257	Cluster_36	Cluster_86	Cluster_99	Cluster_142	Cluster_211	Cluster_334	Cluster_362	Cluster_383	Cluster_425	Cluster_688	Cluster_820	Cluster_911	Cluster_8	Cluster_59	Cluster_75	Cluster_172	Cluster_182	Cluster_281	Cluster_344	Cluster_638	Cluster_380	Cluster_465	Cluster_23	Cluster_173	Cluster_227	Cluster_80	Cluster_202	Cluster_3	Cluster_11	Cluster_12	Cluster_30	Cluster_33	Cluster_40	Cluster_56	Cluster_61	Cluster_65	Cluster_100	Cluster_102	Cluster_103	Cluster_104	Cluster_119	Cluster_146	Cluster_148	Cluster_166	Cluster_189	Cluster_191	Cluster_197	Cluster_213	Cluster_228	Cluster_231	Cluster_240	Cluster_249	Cluster_263	Cluster_265	Cluster_266	Cluster_270	Cluster_293	Cluster_294	Cluster_301	Cluster_305	Cluster_342	Cluster_346	Cluster_348	Cluster_373	Cluster_388	Cluster_397	Cluster_419	Cluster_428	Cluster_432	Cluster_441	Cluster_449	Cluster_460	Cluster_474	Cluster_487	Cluster_531	Cluster_537	Cluster_541	Cluster_586	Cluster_648	Cluster_713	Cluster_753	Cluster_821	Cluster_118	Cluster_310	Cluster_447	Cluster_470
TR8B-F_S200_L001	626	443	8	22	3	0	9	63	0	17	0	0	5	0	0	0	58	0	0	1	0	7	0	0	3	0	6	3	0	1	0	15	19	3	7	0	0	9	0	0	3	0	1	0	0	0	0	0	0	0	0	0	5	0	1	4	0	3	7	0	0	36	0	0	30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	218	12	0	0	45	0	0	0	0	0	5	0	0	4	0	0	12	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2345	70	19	8	592	0	14	5	0	12	1	9	0	0	2	4	0	0	0	0	0	7	1	0	3	2	0	66	0	10	0	2	0	19	0	1	1	0	0	0	18	0	10	0	8	2	0	12	0	0	0	0	225	0	27	0	0	0	0	0	0	6	0	0	0	0	9	0	0	0	0	2	3	0	0	0	0	2	1	0	23	197	0	1	0	5	0	4	0	6	9	2	8	0	31	0	0	0	0	0	0	10	1	0	8	0	18	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	2	15	53	2	50	51	2	0	0	0	0	0	0	455	8	105	1	10	7	4	2	3	0	33	1	1	0	0	250	375	279	24	244	4	114	35	347	0	5	0	4	3	0	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	2	1	13	0	1	0	0	0	0	1	0	0	1	0	0	0
TR9B-F_S210_L001	665	123	51	8	3	6	32	14	4	15	2	3	0	0	0	0	0	0	0	0	0	0	0	8	1	1	0	13	0	1	0	53	31	98	26	0	2	19	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	42	2	0	0	15	2	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	111	22	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	3031	0	89	0	0	0	4	4	1	12	1	2	0	0	4	1	2	0	0	0	0	1	1	5	2	1	0	1	0	0	0	2	3	0	2	0	0	0	26	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	28	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	77	120	3	3	0	9	0	13	3	14	3	0	1	21	0	1	3	1	2	0	0	1	8	1	39	0	4	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	3	8	0	0	0	9	0	0	0	0	0	0	0	0	0	0	20	0	1	35	8	0	5	2	0	1	0	0	0	0	0	0	67	21	0	6	0	1	0	1	0	145	4	1	3	0	1792	349	123	90	16	20	0	0	0	125	73	0	53	0	4	30	1	0	0	0	71	1	0	0	2	1	7	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	13	3	1	0	0	11	2	0	0	0	0	0	1
TR13B-F_S202_L001	652	86	8	2	10	0	4	56	0	2	1	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	1	0	55	106	0	3	0	2	15	1	0	0	0	2	0	2	4	0	0	1	0	0	5	0	0	0	0	0	3	0	0	0	53	0	0	29	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	1	100	0	0	0	10	0	8	0	0	0	0	1	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	700	260	21	4	0	0	1	1	0	2	1	0	0	0	0	0	0	0	1	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	16	0	0	0	0	3	0	0	0	0	0	104	33	25	0	0	0	7	0	4	0	0	0	0	0	27	0	1	0	0	1	20	0	0	2	0	1	0	49	72	1	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	81	53	19	7	10	0	1	0	0	0	3	0	3319	51	11	13	49	16	20	4	0	0	4	0	3	0	0	623	54	52	93	91	376	78	1	50	5	7	3	12	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	1	0	3	0	0	0	0	0	0
TR14B-F_S206_L001	1791	263	8	0	3	0	58	0	0	29	1	5	62	0	0	0	0	0	0	0	1	0	0	1	23	0	3	34	0	3	0	44	2	11	42	0	0	63	1	0	9	0	0	0	0	0	1	0	0	0	1	1	0	0	7	1	0	29	1	0	0	15	2	0	16	1	1	0	88	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	222	3	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	5	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1710	3	55	8	1	0	7	3	0	11	1	1	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0	0	4	0	0	2	0	0	2	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	17	1	42	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	6	0	1	0	0	0	1	2	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	26	0	0	0	1	0	0	0	0	5	42	4	3	4	0	0	0	2	1	0	1	865	41	13	10	79	21	24	5	0	0	6	0	1	0	0	1216	345	65	258	27	1	25	0	1	9	48	0	60	0	1	18	7	7	1	0	3	1	1	0	8	0	3	0	0	2	0	1	1	0	0	1	0	2	0	0	0	0	0	2	0	0	3	2	0	0	3	0	1	1	0	34	0	0	0
VE1B-F_S302_L001	142	17	98	3	3	23	7	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	9	7	3	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	23	68	2	0	0	4	1	0	0	0	0	0	14	0	0	0	0	0	73	0	0	2	0	2	0	0	0	1	0	179	697	52	0	3	0	0	5	50	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	3	0	1	0	0	2	0	4503	1	57	12	2	0	6	10	3	2	3	3	46	6	1	3	0	0	0	1	0	4	1	17	2	1	0	0	7	0	1	5	0	1	3	0	4	2	1	0	0	0	5	0	1	1	0	0	0	0	0	3	59	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	3	0	0	4	64	7	0	0	8	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	196	24	0	0	0	20	0	0	5	0	0	2	2	70	78	10	40	0	6	0	5	8	3	0	1	0	0	328	202	40	432	4	0	0	0	16	0	38	0	26	0	1	19	3	6	0	0	0	4	0	20	32	0	3	0	0	0	0	0	0	0	12	0	0	7	7	0	1	1	0	0	1	0	0	0	14	2	0	0	2	0	0	0	0	0	0
VE2B-F_S299_L001	39	9	133	5	59	1	2	0	1	2	1	0	3	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	32	7	2	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	14	0	1	62	8	0	0	3	13	0	0	1	0	0	546	0	0	2	0	0	0	0	0	0	0	11	35	0	0	0	0	98	265	19	0	0	0	7	1	38	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	5201	0	75	24	0	0	4	17	4	1	1	0	19	8	2	3	1	0	0	25	0	6	0	15	1	2	0	0	2	0	1	2	0	0	4	0	0	0	1	0	0	0	3	0	5	0	0	0	0	0	0	0	0	141	13	2	0	0	0	0	0	2	0	0	0	0	0	0	5	1	0	0	0	0	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	54	1	2	0	0	8	0	0	3	0	0	5	0	23	26	6	11	0	0	0	6	0	1	0	0	1	0	56	472	53	115	0	0	0	0	0	0	86	0	52	0	15	22	8	0	0	0	0	6	0	0	18	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0
VE4B-F_S304_L001	57	3	29	19	1	1	5	1	0	0	0	1	8	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	481	7	3	5	0	7	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	13	22	2	0	2	0	6	0	1	0	0	0	3	1	0	2	0	0	0	0	0	243	0	0	0	3	0	0	0	55	54	11	0	0	0	0	0	8	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	7	0	2584	0	26	24	0	0	0	180	2	0	0	1	0	0	1	47	2	0	0	0	0	1	0	0	89	2	41	0	0	0	0	0	0	44	1	0	32	0	16	3	0	1	11	0	0	0	0	0	0	0	0	0	13	0	32	24	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	98	2	0	0	0	0	0	2	0	2788	2	0	0	221	0	52	47	27	3	5	0	0	0	5	0	0	0	1	41	0	1	0	0	0	5	0	5	0	0	0	0	27	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	4	0	1	0	0	1	0	0	1	0	0	0	1	11	9	10	1	0	0	0	2	0	15	0	0	0	0	188	132	24	7	1	1	0	0	0	0	26	2	28	0	4	17	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	7	1	0	0	0	0	0
VE5B-F_S295_L001	137	115	436	6	3	8	7	2	13	18	4	1	1	1	9	0	0	0	0	2	0	1	0	14	1	2	0	0	1	0	1	576	72	56	18	0	4	2	4	0	1	0	0	2	0	0	0	0	2	1	7	0	3	0	0	0	3	4	18	0	0	9	4	0	42	3	1	0	0	0	0	16	0	2	0	0	208	0	0	0	0	0	64	1	0	89	43	4	3	0	5	1	4	0	0	1	0	0	4	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	4164	105	47	23	0	0	14	9	24	10	5	6	2	18	7	3	7	0	1	0	0	1	2	0	5	4	0	0	0	0	2	1	0	0	2	0	1	0	47	4	1	2	23	0	0	0	0	0	1	0	0	0	112	1	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	18	82	7	3	0	3	0	1	0	62	13	1	0	3	0	3	11	1	1	2	2	2	6	0	7	339	5	0	3	0	2	2	0	0	1	0	0	0	0	28	26	5	21	0	9	0	3	0	0	0	31	2	0	7	0	3	0	18	0	0	0	0	0	0	3	0	0	0	4	5	0	14	0	0	0	0	0	1	5	0	0	0	41	7	1	5	0	0	0	0	0	59	0	3	0	0	197	76	94	16	20	7	8	0	0	0	19	4	19	0	10	8	6	0	0	0	0	1	0	0	0	0	2	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1
VE8B-F_S300_L001	388	27	10	4	31	0	6	15	1	3	1	0	1	0	0	0	6	0	0	0	0	9	0	0	0	0	0	2	0	0	0	27	110	7	12	0	1	10	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	7	17	12	0	0	67	0	0	128	1	0	4	0	6	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	63	41	6	0	74	1	0	3	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1760	71	52	190	81	0	4	4	0	0	2	4	2	0	0	0	0	0	2	0	0	1	1	0	0	1	0	8	1	0	0	0	0	0	0	5	0	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	14	0	11	20	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	52	0	3	0	2	0	2	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	4	0	2	0	0	0	1	9	4	5	0	0	0	0	0	0	2	17	6	22	36	0	42	0	10	0	0	1	0	0	13	50	269	6	0	1	1	2	6	0	6	0	6	11	0	1844	389	292	26	153	37	481	121	452	2	30	0	16	0	6	15	7	4	0	0	0	0	0	0	0	0	0	50	47	0	0	0	4	0	0	2	0	6	31	0	32	15	0	12	2	0	1	1	0	0	9	1	1	0	0	22	0	0	0
VE9B-F_S298_L001	223	17	416	101	9	0	20	5	1	5	0	4	2	2	0	0	1	0	0	4	1	15	0	11	0	0	0	3	0	0	1	371	4	55	26	0	4	4	3	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	3	0	2	6	53	0	1	79	5	0	3	0	0	0	0	4	0	11	0	1	1	0	0	0	0	0	0	0	1	4	0	341	181	95	1	0	0	1	0	21	2	0	0	4	0	2	0	0	0	0	1	0	1	0	0	2	1	0	0	3	1	0	2	0	1	7	0	4072	0	73	19	0	0	8	2	12	2	0	2	13	18	17	1	1	0	0	0	0	1	0	0	2	12	0	0	1	0	2	0	1	10	5	6	0	0	12	0	0	0	9	0	7	0	0	0	1	0	0	0	4	1	67	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	2	0	35	1	1	0	0	0	0	0	0	10	2	4	3	3	0	2	0	0	2	0	0	2	3	0	10	0	12	0	11	7	5	6	9	3	2	0	0	0	0	0	0	9	2	0	9	1	169	0	0	4	23	238	0	0	0	0	0	1	0	31	0	1	1	0	4	0	0	9	1	1	0	1	0	3	2	0	0	4	0	0	1	2	25	6	0	5	0	0	1	1	0	14	0	0	303	4	68	7	386	16	0	1	0	0	0	0	7	2	6	2	25	1	29	0	0	0	0	18	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1
VE13B-F_S306_L001	262	42	482	69	27	68	9	0	0	5	5	0	4	5	0	0	0	0	0	7	0	0	0	0	2	0	0	3	0	0	1	213	87	12	18	0	3	5	1	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	3	1	2	34	5	0	0	81	3	0	23	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	233	158	32	0	16	0	8	5	7	0	6	0	2	0	46	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	5	0	3907	34	44	100	4	5	6	16	11	2	0	3	6	9	1	5	3	0	1	0	0	0	3	1	2	4	0	0	3	4	0	1	0	1	5	0	1	0	6	0	0	0	5	0	0	1	0	0	0	0	0	0	171	0	3	1	0	0	0	0	4	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	15	77	3	5	0	6	0	1	0	13	3	1	3	3	0	0	0	0	1	0	1	3	3	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	3	0	0	0	0	0	0	27	4	0	0	0	5	1	0	7	0	0	2	0	112	2	28	9	0	2	1	0	0	26	0	2	0	4	294	478	136	51	73	79	1	2	0	2	55	12	32	3	8	14	4	20	0	0	1	3	0	5	1	0	5	0	0	0	0	11	6	0	5	1	0	8	5	0	0	0	0	0	1	0	0	3	0	0	0	0	2	1	0	0	1	0	0
VS1B-F_S234_L001	698	342	38	72	17	0	2	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	91	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	110	16	0	8	0	0	8	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3366	29	16	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	7	0	17	18	0	0	0	47	238	67	24	0	0	0	0	0	32	0	0	0	0	12	1	0	0	0	0	0	0	4	0	0	0	1	0	154	101	332	2	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	4	0	0	0	0	0	7	30	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0	7	0	0	0	0	0	0	0	72	0	0	0	0	104	154	600	108	0	1	0	0	0	0	2	0	0	131	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
VS3B-F_S240_L001	5	125	9	31	0	0	0	178	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	860	14	18	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	139	57	0	39	2	7	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	1	21	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0	1	0	10	0	0	0	0	0	23	0	0	0	0	0	0	0	0	6	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	56	36	0	0	0	0	0	2	0	1	8	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	34	11	0	0	0	0	0	0	0	0	0	354	1	6	18	1	1	2	0	0	0	0	0	0	0	0	726	1572	150	120	88	1035	150	46	146	0	4	0	2	0	0	2	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7	2	0	3	0	2	0	0	0	123	0	0	0
VS4B-F_S223_L001	611	60	20	179	3	0	8	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	244	0	0	2	0	1	5	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	3	0	0	0	0	0	0	72	2	0	0	0	0	0	4	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	334	1285	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	26	0	1287	0	9	1	0	0	0	1	0	2	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	6	0	0	1	0	0	0	0	0	0	0	7	0	20	1	0	0	0	0	0	19	0	0	0	8	0	22	73	1	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	1	0	3	0	0	0	79	0	14	5	0	0	0	0	0	78	27	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	14	0	0	0	0	0	1	0	5	0	5	0	0	0	0	0	0	0	0	0	0	19	0	0	6	17	0	0	8	0	0	0	0	0	0	0	0	1	17	78	0	0	0	0	1	0	23	7	1	0	0	1982	567	116	229	2	0	0	0	0	60	12	0	8	0	3	7	0	35	0	0	0	0	0	135	5	0	1	0	0	0	0	17	0	0	38	0	0	27	0	2	0	0	0	0	0	0	25	1	1	11	0	1	0	0	0	0	26	0	0
VS5B-F_S225_L001	131	12	6	7	0	0	5	0	0	1	1	1	7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3970	3	9	1	0	71	0	6	0	0	0	0	0	0	0	0	0	9	0	0	1	1	0	0	0	91	1	3	0	0	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	1	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	9	0	1463	51	19	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	6	0	0	21	0	0	2	0	0	5	0	0	0	0	2	34	81	1	0	0	0	0	5	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	35	2	10	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	79	0	0	0	0	0	0	3	0	0	0	0	0	0	8	1	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	14	5	4	1	75	194	140	942	55	1	0	0	0	0	0	8	0	5	0	24	4	23	1	0	0	0	14	1	0	1	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	3	5	0	1	0	0	0	0	0	0	0	0	1	0	0
